Specs,Name,Features,Output 
{},adidas Women's Cloudfoam Qt Racer Running Shoe,100% Knit Textile. Imported. Rubber sole. Platform measures approximately 0-3 inches. Boot opening measures approximately 0-3 inches around. Knit textile upper. Women's-specific fit.,"The adidas Women's Cloudfoam Qt Racer Running Shoe is designed with a women-specific fit and feel. The upper is made with a knit textile that is lightweight and comfortable. The rubber sole provides traction and stability, while the platform measures approximately 0-3 inches. The boot opening measures approximately 0-3 inches around."
{},adidas Men's SL20 Running Shoe,fabric. Rubber sole. adidas male running shoe; the adidas brand has a long history and deep-rooted Connection with sport.,"The adidas Men's SL20 Running Shoe is a comfortable and stylish shoe that is perfect for athletes and everyday wearers alike. The shoe is made with a fabric upper that is lightweight and breathable, and a rubber sole that provides traction and stability. The adidas brand is a well-known and trusted name in the world of athletic footwear, and the Men's SL20 Running Shoe lives up to the high standards that the brand is known for."
{},adidas Men's Solar Boost 19 M Running Shoe,,"The adidas Men's Solar Boost 19 M Running Shoe is designed to provide a comfortable, responsive ride mile after mile. The shoe features a full-length Boost midsole that provides energy return and cushioning, while the Solar Propulsion Rail provides support and stability. The Stretchweb outsole adapts to your foot strike for a natural feel, and the Continental Rubber outsole provides superior traction in wet and dry conditions."
{},adidas Men's Solar Glide St Running Shoe,"fabric. Made in USA or Imported. Rubber sole. The adidas brand has a long history and deep-rooted connection with sport.  Everything we do is rooted in sport. Driven by a relentless pursuit of innovation as well as decades of accumulating sports science expertise, we cater for all, from elite professional athletes and teams to any individual who wants to make sport part of their lives.","The adidas Men's Solar Glide St Running Shoe is designed to give you a boost of energy with every step. The Boost midsole provides exceptional cushioning and energy return, while the Stretchweb outsole adapts to your foot strike for a smooth, comfortable ride. The Solar Glide ST is also designed to provide stability and support, so you can go the distance with confidence."
{},adidas Men's Essentials Fleece Tapered Cuff 3-Stripes Pants,"53% Cotton/36% Recycled Polyester/11% Viscose. Imported. Pull On closure. Machine Wash. Men's casual tapered pants made in cozy fleece. Regular tapered fit is not tight and not loose, with a close fit on the legs.","The adidas Men's Essentials Fleece Tapered Cuff 3-Stripes Pants are made with cozy fleece and feature a regular tapered fit. These pants are designed with a close fit on the legs for a comfortable, relaxed feel. The three-stripe design on the sides of these pants adds a classic athletic look."
{},adidas Men's Ultraboost DNA Running Shoe,"100% Textile Synthetics. Synthetic sole. Men's Ultraboost shoes for an energized run. Sock-like fit; adidas Primeknit upper for support and comfort. Midfoot cage and heel counter for support; The incredible energy return of adidas Boost is created by fusing together energy capsules, giving you the power to keep your feet moving. Stretchweb outsole flexes naturally for an energized ride; Continental Rubber gives you superior traction. This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.  50% of the upper is textile, 75% of the textile is Primeblue yarn.  No virgin polyester.",The Adidas Ultraboost DNA is a high-performance running shoe that provides support and comfort with a sock-like fit. The Primeknit upper is made of recycled material and the Boost outsole gives you superior traction.
"{'Material': 'Plastic', 'Brand': 'Adidas', 'Capacity': '1.8 Pounds', 'Color': 'White/Black', 'Sport Type': 'Exercise And Fitness'}",adidas Unisex Squeeze 750 Plastic Bottle,BPA free. Odor and stain resistanct. Dishwasher safe (upper rack). Ounce and millimeter markings.,"The adidas Unisex Squeeze 750 Plastic Bottle is perfect for on-the-go athletes. The BPA-free bottle is made of odor- and stain-resistant plastic and is dishwasher safe. With ounce and millimeter markings, it's easy to keep track of your hydration."
{},adidas Men's Edge Gameday Running Shoe,100% Other fibers. Imported. Synthetic sole. Shaft measures approximately 6-12 inches from arch. Platform measures approximately 0-3 inches. Boot opening measures approximately 0-3 inches around.,"The adidas Men's Edge Gameday Running Shoe is your go-to choice for hitting the gym or the streets. These shoes are designed with a breathable mesh upper and a durable rubber outsole. The responsive cushioning provides all-day comfort, while the secure fit ensures a locked-in feel. Whether you're going for a run or just running errands, the adidas Men's Edge Gameday Running Shoe has got you covered."
"{'Shelf Type': 'Tiered Shelf', 'Product Dimensions': '9.4""D x 23.6""W x 52.7""H', 'Mounting Type': 'Floor Standing', 'Room Type': 'Office', 'Material': 'Engineered Wood', 'Style': '5 Tier', 'Shape': 'Rectangular', 'Brand': 'VASAGLE', 'Included Components': '1 x Bookcase, 1 x Accessory Kit, 1 x Anti-Tip Kit, 1 x Instructions', 'Model Name': 'Bookshelf, Open Bookcase with Adjustable Storage Shelves, Floor Standing Unit'}","VASAGLE Bookshelf, 5-Tier Open Bookcase with Adjustable Storage Shelves, Floor Standing Unit, Rustic Brown ULBC165X01","Particle Board. TO-READ-LIST: Got a list of books you wish you had time for? Stop piling them in a deep box to be forgotten, and put them on this 5-tier bookshelf and grab them with ease, with no time getting wasted.  The rustic brown tone will sure catch your eyes. STRENGTH FOR EACH LEVEL: The key reason to opt for this bookcase is its solid constructionbuilt with durable particleboard, each shelf can hold 22 lb to keep your books in safe hands. ADJUSTABLE, FLEXIBLE: Your books arent one-size-fits-all, so why should your bookshelf be? Adjust the 1st, 3rd, and 4th shelves among 3 height positions each to fit short or tall books, so you can keep your favorite ones on, from classics to detective. NO DISTRACTION: Once diving into a good book, its hard to put it down for longer than a day.  Assembling this unit wont take so longwith clear instructions and labeled parts, youll set it up in no time to pore over the pages for hours on end. WHAT YOU GET: A 5-tier bookcase standing at 23. 6L x 9. 4W x 52.","The VASAGLE Bookshelf is a 5-tier open bookcase with adjustable storage shelves. This floor standing unit is made of durable particleboard and is perfect for storing books of all sizes. The rustic brown finish is sure to catch your eye and the adjustable shelves make it easy to customize to your needs. With clear instructions and labeled parts, this bookcase is easy to assemble and will make a great addition to any room in your home."
"{'Material': 'Resin', 'Brand': 'IRWIN', 'Item Dimensions LxWxH': '21 x 8 x 2.5 inches', 'Style': 'Regular Clamp', 'Item Weight': '1 Pounds'}","IRWIN QUICK-GRIP Clamps, One-Handed, Mini Bar, 6-Inch, 4-Pack (1964758)",NON-MARRING PADS: Grip firmly and protect your workpiece from scratches and scuffs. QUICK-GRIP DESIGN: One-handed triggers release the clamps instantly. STURDY: Resin construction with hardened steel bars to prevent flexing and bending. 140LBS of force: Keep your workpiece together and evenly distribute 150LBS.  of force.,"The IRWIN QUICK-GRIP Clamps, One-Handed, Mini Bar, 6-Inch, 4-Pack are ideal for a variety of tasks including woodworking, metalworking, and automotive applications. The one-handed triggers release the clamps instantly, and the non-marring pads grip firmly and protect your workpiece from scratches and scuffs. The clamps are made of resin for durability and have hardened steel bars to prevent flexing and bending. With a maximum holding capacity of 140 pounds, these clamps are perfect for keeping your workpiece together and evenly distributing force."
"{'Product Dimensions': '19.7""D x 39.4""W x 17.4""H', 'Room Type': 'Living Room', 'Color': 'Rustic Oak', 'Style': 'Rustic', 'Frame Material': 'Wood'}","WLIVE Wood Lift Top Coffee Table with Hidden Compartment and Adjustable Storage Shelf, Lift Tabletop Dining Table for Home Living Room, Office, Rustic Oak","Lift Top DesignWhen sitting on your sofa, the height of other coffee table may not be enough.  This lift top coffee table has an extending top that lifts up to provide a floating raised work surface, perfectly matches your room style and dcor, ideal for working, dining and extra storage in living room or office. Stable Lift WorkbenchHigh quality lift top mechanism enables the tabletop to be lifted up or lowered down effortlessly and noiselessly. Plenty of Storage SpaceLarge hidden compartment beneath the tabletop is enough to store your often-used items like laptop, chess, and remote controllers, keeping them away from dirt. Removable Shelf The side drawer equipped with the removable shelf offers extra space for magazines, CDs, and game controllers. Quality WarrantyWLIVE has been committed to providing customers with the most satisfactory furniture and services.","When you have a lot of guests over, your coffee table may not be tall enough to accommodate everyone. This lift top coffee table has an extending top that lifts up to provide a floating raised work surface, perfectly matches your room style and dcor, ideal for working, dining and extra storage in living room or office.  The stable lift workbench provides the perfect height for sitting at the table without having to worry about it toppling over. The large hidden compartment beneath the tabletop is enough to store your often-used items like laptop, chess."
